"FROM","TO","n"
"140611","141801",136
"140611","141803",34
"140611","141804",271
"140611","143005",33
"140611","146501",647
"140701","066301",11
"140701","140504",20
"140701","140705",191
"140701","142501",31
"140701","146301",44
"140701","146501",84
"140701","261001",21
"140702","140611",22
"140702","140705",421
"140702","140706",13
"140702","141804",20
"140702","142501",13
"140702","146301",38
"140702","146501",224
"140702","261001",12
"140702","306401",13
"140703","061401",62
"140703","061409",15
"140703","061601",25
"140703","066301",12
"140703","140705",52
"140703","146501",57
"140704","140611",67
"140704","140705",29
"140704","141804",20
"140704","146501",183
"140705","140611",16
"140705","140701",12
"140705","140702",37
"140705","140705",1793
"140705","140706",47
"140705","140707",27
"140705","141802",14
"140705","141804",57
"140705","142501",38
"140705","146301",82
"140705","146501",551
"140705","246901",67
"140705","247301",11
"140705","261001",13
"140705","306401",88
"140706","140611",35
"140706","140705",144
"140706","141801",53
"140706","141804",46
"140706","146501",164
"140707","061401",10
"140707","061601",86
"140707","066301",17
"140707","140705",138
"140707","146501",123
"140801","026401",20
"140801","046301",24
"140801","106101",11
"140801","126101",28
"140801","140504",11
"140801","140802",220
"140801","140803",187
"140801","140804",132
"140801","140805",213
"140801","141401",121
"140801","141402",14
"140801","141802",10
"140801","141804",37
"140801","142102",21
"140801","142106",22
"140801","143205",25
"140801","143206",25
"140801","143207",10
"140801","143402",36
"140801","143403",22
"140801","143404",14
"140801","143409",10
"140801","143412",14
"140801","146201",11
"140801","146501",4887
"140801","246901",12
"140801","306401",15
"140802","126101",10
"140802","140801",227
"140802","140803",21
"140802","140804",23
"140802","140805",35
"140802","141401",86
"140802","141402",17
"140802","141804",14
"140802","142106",12
"140802","143205",28
"140802","143402",11
"140802","146501",1836
"140802","306401",11
"140803","126101",11
"140803","140611",10
"140803","140801",98
"140803","140802",12
"140803","140804",40
"140803","140805",27
"140803","141401",14
"140803","141804",10
"140803","143402",34
"140803","143403",10
"140803","143409",23
"140803","143412",36
"140803","146501",1096
"140804","140801",205
"140804","140802",27
"140804","140803",106
"140804","140804",126
"140804","140805",66
"140804","141401",24
"140804","143504",14
"140804","146501",958
"140805","140801",298
"140805","140802",74
"140805","140803",61
"140805","140804",40
"140805","141401",126
"140805","141402",15
"140805","143205",10
"140805","143402",10
"140805","146501",1156
"140901","140903",67
"140901","143605",11
"140901","146501",20
"140902","140903",122
"140902","143605",57
"140902","146301",26
"140902","146501",43
"140903","140902",25
"140903","140903",455
"140903","140905",31
"140903","140906",63
"140903","143605",19
"140903","146301",23
"140903","146501",93
"140903","260701",45
"140904","140903",64
"140904","140905",41
"140904","142503",20
"140904","146301",21
"140904","146501",48
"140904","260701",26
"140904","261101",29
"140904","261102",22
"140905","126101",14
"140905","140903",134
"140905","146301",10
"140905","146501",40
"140905","260701",72
"140905","260703",17
"140905","261101",11
"140906","140903",208
"140906","146301",16
"140906","146501",44
"140906","260701",59
"141001","066101",14
"141001","141002",37
"141001","146501",27
"141002","141001",54
"141002","141002",245
"141002","141003",46
"141002","141004",22
"141002","141006",10
"141002","142607",10
"141002","146401",92
"141002","146501",115
"141003","141001",12
"141003","141002",107
"141003","146401",15
"141003","146501",38
"141004","141001",10
"141004","141002",174
"141004","141003",13
"141004","141005",19
"141004","141006",10
"141004","146401",25
"141004","146501",54
"141005","066101",15
"141005","141002",62
"141005","141004",18
"141005","141006",15
"141005","141602",10
"141005","146401",14
"141005","146501",69
"141005","201001",16
"141006","066101",17
"141006","141001",19
"141006","141002",112
"141006","146401",16
"141006","146501",41
"141101","140804",16
"141101","141102",23
"141101","141103",39
"141101","141105",17
"141101","141106",19
"141101","141109",16
"141101","141110",27
"141101","142201",17
"141101","142404",22
"141101","146501",135
"141102","141101",68
"141102","146501",53
"141103","140201",16
"141103","140204",12
"141103","141101",77
"141103","142404",51
"141103","146501",109
"141103","247701",11
"141104","126101",10
"141104","141101",44
"141104","141106",12
"141104","141109",17
"141104","142201",37
"141104","142204",13
"141104","146101",29
"141104","146501",70
"141105","146101",23
"141105","146501",22
"141106","140804",14
"141106","141101",77
"141106","141103",10
"141106","142201",32
"141106","142207",12
"141106","146501",116
"141106","247701",17
"141107","141101",33
"141107","141105",72
"141107","141107",34
"141107","141108",13
"141107","146101",29
"141107","146501",61
"141108","141101",24
"141108","141105",11
"141108","146501",48
"141109","126101",16
"141109","141101",30
"141109","141105",15
"141109","146101",27
"141109","146501",83
"141110","141101",74
"141110","141105",16
"141110","142404",10
"141110","146501",89
"141201","026401",17
"141201","061101",10
"141201","141204",101
"141201","141205",195
"141201","141206",26
"141201","141207",84
"141201","141208",50
"141201","141209",28
"141201","141210",24
"141201","141211",400
"141201","141212",60
"141201","141213",54
"141201","141214",50
"141201","141215",111
"141201","141701",12
"141201","141702",17
"141201","141703",20
"141201","141705",43
"141201","141708",144
"141201","141804",27
"141201","142102",10
"141201","142106",10
"141201","143206",15
"141201","143404",10
"141201","143408",11
"141201","143412",12
"141201","146301",14
"141201","146401",45
"141201","146501",2668
"141204","141201",250
"141204","141205",14
"141204","141209",10
"141204","141210",10
"141204","141211",32
"141204","141212",35
"141204","141213",22
"141204","141708",21
"141204","146401",11
"141204","146501",444
"141205","141201",198
"141205","141207",87
"141205","141211",66
"141205","141215",58
"141205","141701",11
"141205","141702",11
"141205","141708",107
"141205","142901",13
"141205","146501",829
"141206","141201",130
"141206","141205",10
"141206","141207",13
"141206","141211",23
"141206","141214",30
"141206","141215",12
"141206","146501",340
"141207","141201",62
"141207","141205",35
"141207","141207",78
"141207","141211",10
"141207","141215",199
"141207","141701",11
"141207","141702",12
"141207","141708",90
"141207","141804",10
"141207","143403",13
"141207","146501",1550
"141208","141201",202
"141208","141204",12
"141208","141205",19
"141208","141206",13
"141208","141209",10
"141208","141211",44
"141208","141708",13
"141208","142901",11
"141208","146501",211
"141209","141201",138
"141209","141209",73
"141209","141211",31
"141209","141212",15
"141209","142901",16
"141209","146501",205
"141210","141201",224
"141210","141205",16
"141210","141211",16
"141210","141213",35
"141210","141215",11
"141210","141705",16
"141210","146401",15
"141210","146501",191
"141211","141201",916
"141211","141204",65
"141211","141205",87
"141211","141206",10
"141211","141207",33
"141211","141208",20
"141211","141209",12
"141211","141213",19
"141211","141214",16
"141211","141215",48
"141211","141701",10
"141211","141703",10
"141211","141705",34
"141211","141708",103
"141211","142901",50
"141211","146401",30
"141211","146501",859
"141212","141201",211
"141212","141204",65
"141212","141207",15
"141212","141209",13
"141212","141210",10
"141212","141211",34
"141212","141212",91
"141212","146401",26
"141212","146501",784
"141213","141201",350
"141213","141204",21
"141213","141205",22
"141213","141207",12
"141213","141210",14
"141213","141211",46
"141213","141215",25
"141213","141703",20
"141213","141705",120
"141213","141708",38
"141213","146401",13
"141213","146501",404
"141214","141201",174
"141214","141205",30
"141214","141206",12
"141214","141207",48
"141214","141211",29
"141214","141215",74
"141214","141708",19
"141214","143408",22
"141214","146501",443
"141215","126101",17
"141215","141201",35
"141215","141205",17
"141215","141207",83
"141215","141708",51
"141215","143402",13
"141215","143403",11
"141215","143412",12
"141215","146501",1986
"141301","026401",11
"141301","140201",41
"141301","140804",12
"141301","141302",17
"141301","141303",34
"141301","141304",21
"141301","141305",14
"141301","141306",63
"141301","141307",18
"141301","141308",65
"141301","141309",87
"141301","141310",91
"141301","141901",93
"141301","142002",28
"141301","142201",30
"141301","142203",13
"141301","146201",13
"141301","146501",317
"141301","226101",11
"141301","226201",13
"141301","280301",36
"141301","280303",19
"141301","281404",13
"141302","141301",72
"141302","141307",10
"141302","146501",21
"141303","141301",383
"141303","141310",15
"141303","146501",65
"141303","280301",10
"141304","141301",48
"141304","141307",14
"141304","146501",31
"141305","140201",59
"141305","140202",21
"141305","141301",108
"141305","141304",63
"141305","141310",17
"141305","141401",12
"141305","142001",14
"141305","146501",144
"141305","306401",21
"141306","140201",39
"141306","141301",200
"141306","141310",16
"141306","146501",121
"141307","141301",128
"141307","141304",31
"141307","141310",15
"141307","146501",33
"141308","141301",305
"141308","141309",11
"141308","141310",10
"141308","146501",50
"141309","141301",235
"141309","146501",50
"141310","141301",428
"141310","141306",24
"141310","141307",13
"141310","146501",78
"141401","026401",14
"141401","140801",73
"141401","140802",117
"141401","140804",65
"141401","140805",36
"141401","141402",294
"141401","141403",38
"141401","141405",57
"141401","141406",56
"141401","141804",23
"141401","142012",18
"141401","142105",19
"141401","143205",186
"141401","143206",36
"141401","146301",11
"141401","146501",1808
"141401","286201",19
"141402","026401",10
"141402","126101",15
"141402","140802",35
"141402","141401",102
"141402","141804",19
"141402","143202",11
"141402","143205",193
"141402","146301",10
"141402","146501",619
"141403","140802",42
"141403","141401",57
"141403","141402",107
"141403","143205",84
"141403","146501",273
"141404","140801",95
"141404","140802",13
"141404","140803",11
"141404","140804",43
"141404","140805",15
"141404","141401",340
"141404","141402",87
"141404","141403",13
"141404","141404",153
"141404","141405",41
"141404","142404",10
"141404","143201",26
"141404","146501",1213
"141405","140801",24
"141405","140802",28
"141405","140804",13
"141405","140805",12
"141405","141401",317
"141405","141402",96
"141405","143205",34
"141405","146501",630
"141406","140802",12
"141406","141401",192
"141406","141402",115
"141406","141406",26
"141406","142012",14
"141406","143205",22
"141406","146501",246
"141501","141505",12
"141501","141506",10
"141501","141509",13
"141501","141510",11
"141501","146101",63
"141501","146501",52
"141501","201301",87
"141502","141508",14
"141502","146101",10
"141502","146501",10
"141502","281708",10
"141503","141510",12
"141503","141601",47
"141503","141607",12
"141503","146101",86
"141503","146501",59
"141503","201404",12
"141504","141105",17
"141504","141509",13
"141504","141510",38
"141504","141601",12
"141504","143505",25
"141504","146101",163
"141504","146401",13
"141504","146501",184
"141505","141501",15
"141505","141506",23
"141505","141507",136
"141505","141508",29
"141505","141509",28
"141505","141510",41
"141505","143205",20
"141505","146101",323
"141505","146501",114
"141506","141505",24
"141506","141507",30
"141506","141509",58
"141506","141510",65
"141506","146101",491
"141506","146501",102
"141507","141508",10
"141507","146101",24
"141507","146501",25
"141508","141502",35
"141508","141507",133
"141508","141508",143
"141508","146101",76
"141508","146501",60
"141508","281708",25
"141509","141105",12
"141509","141505",19
"141509","141506",13
"141509","141507",13
"141509","141510",119
"141509","146101",612
"141509","146501",206
"141510","141503",17
"141510","141504",16
"141510","141509",54
"141510","141511",17
"141510","146101",712
"141510","146201",19
"141510","146401",11
"141510","146501",240
"141510","246901",10
"141511","141503",16
"141511","141510",27
"141511","146101",120
"141511","146501",72
"141601","026401",12
"141601","140804",86
"141601","141602",11
"141601","141604",12
"141601","141605",58
"141601","141607",197
"141601","141608",13
"141601","141610",34
"141601","143404",10
"141601","143412",18
"141601","143505",19
"141601","146101",26
"141601","146501",254
"141601","201404",30
"141601","201405",15
"141602","141601",58
"141602","141611",10
"141602","146501",30
"141602","201303",39
"141602","201405",15
"141603","146501",21
"141603","201303",16
"141604","141601",100
"141604","141604",10
"141604","141605",11
"141604","146501",57
"141605","141601",160
"141605","141604",11
"141605","141607",22
"141605","143307",15
"141605","143404",19
"141605","143412",63
"141605","146401",66
"141605","146501",567
"141605","201303",20
"141605","241701",10
"141606","146501",40
"141606","201303",14
"141607","140804",13
"141607","141601",818
"141607","141605",21
"141607","141608",11
"141607","141610",17
"141607","143412",10
"141607","143505",34
"141607","146101",26
"141607","146501",175
"141607","201404",19
"141607","241701",63
"141608","141601",126
"141608","141607",14
"141608","146501",38
"141608","201404",17
"141608","201405",18
"141609","141611",10
"141609","146501",31
"141609","201303",39
"141610","141601",129
"141610","141607",44
"141610","146101",10
"141610","146501",64
"141610","241701",12
"141611","141601",62
"141611","141605",46
"141611","141607",11
"141611","143412",41
"141611","146401",11
"141611","146501",68
"141611","201303",28
"141701","141702",285
"141701","141703",20
"141701","141704",66
"141701","141708",76
"141701","141804",13
"141701","146501",1601
"141702","026401",12
"141702","126101",14
"141702","140301",10
"141702","141201",13
"141702","141215",20
"141702","141701",617
"141702","141703",131
"141702","141704",544
"141702","141705",53
"141702","141708",385
"141702","141803",13
"141702","141804",24
"141702","142102",15
"141702","142104",14
"141702","142106",14
"141702","143204",23
"141702","143206",10
"141702","143402",10
"141702","143404",10
"141702","146501",3098
"141703","141701",209
"141703","141702",397
"141703","141704",110
"141703","141705",108
"141703","141706",10
"141703","141708",90
"141703","146501",930
"141704","141701",181
"141704","141702",633
"141704","141703",44
"141704","141704",237
"141704","141705",28
"141704","141707",19
"141704","141708",64
"141704","141801",35
"141704","141804",15
"141704","146501",958
"141705","141201",82
"141705","141211",31
"141705","141213",11
"141705","141215",10
"141705","141701",75
"141705","141702",248
"141705","141703",160
"141705","141704",32
"141705","141708",146
"141705","146401",10
"141705","146501",567
"141706","140301",24
"141706","141701",50
"141706","141702",106
"141706","141703",27
"141706","141704",101
"141706","141705",23
"141706","141707",11
"141706","141708",22
"141706","146501",242
"141707","140313",12
"141707","141701",50
"141707","141702",180
"141707","141703",15
"141707","141704",272
"141707","141705",13
"141707","141706",30
"141707","141801",17
"141707","141804",18
"141707","146501",284
"141708","141201",19
"141708","141205",10
"141708","141207",15
"141708","141215",25
"141708","141701",77
"141708","141702",215
"141708","141703",57
"141708","141704",39
"141708","141705",32
"141708","141804",16
"141708","142001",15
"141708","146501",818
"141801","140603",11
"141801","141702",10
"141801","141704",13
"141801","141801",618
"141801","141802",198
"141801","141803",91
"141801","141804",789
"141801","141805",11
"141801","142105",14
"141801","142106",10
"141801","146501",1347
"141802","141801",128
"141802","141802",124
"141802","141803",56
"141802","141804",432
"141802","142106",17
"141802","146501",1522
"141803","126101",16
"141803","140504",10
"141803","140605",10
"141803","141801",25
"141803","141802",29
"141803","141804",345
"141803","141805",10
"141803","142102",23
"141803","142103",10
"141803","142104",15
"141803","142105",66
"141803","142106",147
"141803","143206",12
"141803","146501",1930
"141804","026401",33
"141804","066301",11
"141804","106101",18
"141804","126101",28
"141804","140504",30
"141804","140605",70
"141804","141702",10
"141804","141801",223
"141804","141802",352
"141804","141803",563
"141804","141804",1014
"141804","141805",47
"141804","142102",50
"141804","142103",11
"141804","142104",48
"141804","142105",107
"141804","142106",163
"141804","143206",30
"141804","146301",11
"141804","146501",6167
"141804","186301",14
"141804","246901",11
"141804","306401",34
"141805","140605",30
"141805","141801",91
"141805","141802",43
"141805","141803",76
"141805","141804",571
"141805","142105",11
"141805","142106",18
"141805","146501",679
"141806","140605",30
"141806","140607",23
"141806","141803",300
"141806","141804",188
"141806","141806",108
"141806","142104",11
"141806","142105",53
"141806","142106",87
"141806","146501",596
"141901","140401",10
"141901","140611",16
"141901","141804",10
"141901","141905",39
"141901","141910",12
"141901","141912",11
"141901","141913",53
"141901","142701",12
"141901","146201",506
"141901","146501",109
"141902","140611",14
"141902","141401",16
"141902","141804",10
"141902","141904",13
"141902","141908",43
"141902","141912",44
"141902","141913",19
"141902","141915",18
"141902","143205",46
"141902","146201",360
"141902","146501",80
"141903","140611",31
"141903","141901",13
"141903","141902",12
"141903","141912",19
"141903","141913",105
"141903","146201",535
"141903","146501",103
"141904","141401",19
"141904","141902",23
"141904","141912",19
"141904","141914",13
"141904","146201",177
"141904","146501",104
"141905","141901",35
"141905","141905",158
"141905","141907",11
"141905","141913",12
"141905","146201",145
"141905","146501",117
"141905","306401",36
"141906","140401",27
"141906","140611",12
"141906","141906",139
"141906","141907",81
"141906","141911",22
"141906","141912",17
"141906","141913",11
"141906","146201",404
"141906","146501",121
"141907","106101",10
"141907","140401",36
"141907","140611",10
"141907","141904",12
"141907","141906",32
"141907","141912",10
"141907","141913",18
"141907","146201",265
"141907","146501",79
"141908","141401",13
"141908","141402",19
"141908","141902",22
"141908","141905",10
"141908","141912",19
"141908","141913",10
"141908","141915",40
"141908","142102",19
"141908","142807",11
"141908","143204",11
"141908","146201",122
"141908","146501",133
"141909","046401",12
"141909","140401",19
"141909","141907",10
"141909","141913",12
"141909","146201",213
"141909","146501",42
"141910","140611",10
"141910","141804",13
"141910","141901",25
"141910","141902",10
"141910","141904",10
"141910","141905",12
"141910","141912",21
"141910","141913",30
"141910","146201",570
"141910","146501",116
"141911","140404",19
"141911","141906",26
"141911","142801",16
"141911","142803",26
"141911","142807",26
"141911","146201",71
"141911","146501",76
"141912","140401",10
"141912","141804",18
"141912","141902",29
"141912","141913",20
"141912","146201",581
"141912","146501",118
"141913","046401",10
"141913","100201",11
"141913","120305",10
"141913","141901",48
"141913","141903",16
"141913","141912",29
"141913","146201",1047
"141913","146501",159
"141914","140611",15
"141914","141901",12
"141914","141904",20
"141914","141905",41
"141914","141910",23
"141914","141912",15
"141914","141913",10
"141914","142001",18
"141914","146201",235
"141914","146501",104
"141915","141401",11
"141915","141402",33
"141915","141908",10
"141915","141915",59
"141915","142004",12
"141915","142801",12
"141915","142807",36
"141915","146201",56
"141915","146501",184
"142001","026401",25
"142001","140201",18
"142001","140804",10
"142001","141401",111
"142001","141402",123
"142001","141406",25
"142001","142002",13
"142001","142003",86
"142001","142005",21
"142001","142007",62
"142001","142008",17
"142001","142009",114
"142001","142011",57
"142001","142012",60
"142001","142102",11
"142001","142105",17
"142001","143205",27
"142001","146201",26
"142001","146501",538
"142001","306401",22
"142002","141905",21
"142002","142001",59
"142002","142003",15
"142002","142010",34
"142002","146201",11
"142002","146501",83
"142002","306401",12
"142003","140611",10
"142003","141401",24
"142003","141402",49
"142003","141804",10
"142003","142001",168
"142003","142002",13
"142003","142009",33
"142003","142012",11
"142003","146201",14
"142003","146501",198
"142003","306401",21
"142004","026401",15
"142004","141401",60
"142004","141402",80
"142004","141406",10
"142004","141915",26
"142004","142001",18
"142004","142003",14
"142004","142012",11
"142004","142807",12
"142004","143202",14
"142004","146501",229
"142005","141402",21
"142005","142001",102
"142005","142003",11
"142005","142009",16
"142005","146501",96
"142006","141401",18
"142006","141402",17
"142006","142001",29
"142006","142012",18
"142006","146501",78
"142007","140804",11
"142007","141401",36
"142007","141402",49
"142007","142001",91
"142007","142009",25
"142007","142012",19
"142007","146501",226
"142008","141401",35
"142008","141402",31
"142008","141404",44
"142008","141804",12
"142008","142001",47
"142008","142011",16
"142008","142012",13
"142008","146501",147
"142009","026401",13
"142009","140804",10
"142009","141401",20
"142009","141402",63
"142009","142001",378
"142009","142003",22
"142009","142007",16
"142009","142011",14
"142009","142012",25
"142009","146201",10
"142009","146501",203
"142010","141305",14
"142010","141401",20
"142010","141905",26
"142010","142001",93
"142010","142002",172
"142010","142003",31
"142010","146201",13
"142010","146501",173
"142010","306401",18
"142011","140201",13
"142011","141401",31
"142011","141402",29
"142011","142001",202
"142011","142003",10
"142011","142009",10
"142011","142012",13
"142011","143206",15
"142011","146501",162
"142012","140804",14
"142012","141401",54
"142012","141402",83
"142012","141406",27
"142012","142001",28
"142012","143205",17
"142012","146501",179
"142101","026401",12
"142101","126101",16
"142101","140501",17
"142101","140504",37
"142101","141804",28
"142101","142102",350
"142101","142103",61
"142101","142104",169
"142101","142105",27
"142101","142106",61
"142101","143206",123
"142101","143207",19
"142101","146501",2375
"142101","246901",16
"142101","302108",12
"142101","306401",12
"142102","026401",39
"142102","046301",10
"142102","106101",14
"142102","126101",31
"142102","140501",74
"142102","140502",23
"142102","140504",176
"142102","140505",17
"142102","141402",10
"142102","141802",25
"142102","141803",35
"142102","141804",86
"142102","142101",261
"142102","142103",406
"142102","142104",423
"142102","142105",179
"142102","142106",193
"142102","143201",54
"142102","143202",13
"142102","143205",24
"142102","143206",241
"142102","143207",28
"142102","143402",15
"142102","143801",13
"142102","143804",10
"142102","146301",10
"142102","146501",5188
"142102","166101",24
"142102","226101",13
"142102","246101",16
"142102","246901",21
"142102","306401",40
"142103","026401",10
"142103","140501",98
"142103","140502",63
"142103","140504",181
"142103","141803",17
"142103","141804",34
"142103","142101",66
"142103","142102",537
"142103","142103",159
"142103","142104",107
"142103","142105",90
"142103","142106",52
"142103","143201",24
"142103","143206",90
"142103","146501",2203
"142103","306401",22
"142104","026401",10
"142104","140501",15
"142104","140504",24
"142104","141803",12
"142104","141804",24
"142104","142101",31
"142104","142102",297
"142104","142103",61
"142104","142105",46
"142104","142106",69
"142104","143206",35
"142104","146501",1465
"142105","026401",14
"142105","140504",35
"142105","140506",19
"142105","141803",63
"142105","141804",42
"142105","142101",12
"142105","142102",83
"142105","142103",19
"142105","142104",28
"142105","142106",110
"142105","143206",10
"142105","146501",889
"142106","126101",13
"142106","140504",89
"142106","141802",12
"142106","141803",108
"142106","141804",76
"142106","142101",15
"142106","142102",51
"142106","142103",20
"142106","142104",57
"142106","142105",60
"142106","143206",13
"142106","143207",11
"142106","146501",1627
"142106","306401",14
"142201","140201",38
"142201","141101",20
"142201","141104",15
"142201","141106",26
"142201","141301",20
"142201","142202",50
"142201","142203",25
"142201","142204",29
"142201","142205",11
"142201","142206",34
"142201","142207",143
"142201","146201",15
"142201","146501",158
"142202","140611",11
"142202","142201",57
"142202","142202",226
"142202","146501",100
"142202","281708",285
"142202","286201",13
"142203","140201",13
"142203","141301",14
"142203","142201",116
"142203","142207",26
"142203","146501",39
"142204","140804",10
"142204","142201",139
"142204","142202",49
"142204","142207",23
"142204","146501",106
"142204","281708",29
"142204","286201",11
"142205","140201",23
"142205","141101",25
"142205","141106",11
"142205","142201",48
"142205","143202",10
"142205","146501",43
"142206","142201",39
"142206","142202",40
"142206","142207",16
"142206","146501",49
"142206","281708",10
"142207","140804",37
"142207","141106",16
"142207","142201",376
"142207","142206",14
"142207","146501",120
"142301","142306",165
"142301","143005",13
"142301","146301",29
"142301","146501",47
"142301","261001",11
"142302","100702",15
"142302","100704",68
"142302","106101",11
"142302","142306",143
"142302","146301",11
"142302","146501",85
"142302","260503",12
"142303","140608",11
"142303","142306",27
"142303","146301",15
"142303","146501",35
"142304","140605",16
"142304","140608",30
"142304","142303",11
"142304","142306",51
"142304","146501",102
"142305","142303",24
"142305","142306",10
"142305","142509",13
"142305","146301",14
"142305","146501",39
"142306","142301",14
"142306","142302",33
"142306","142303",20
"142306","142304",28
"142306","142306",509
"142306","142307",13
"142306","142308",15
"142306","146301",62
"142306","146501",173
"142306","306401",37
"142307","100702",10
"142307","100704",13
"142307","142106",10
"142307","142302",10
"142307","142303",14
"142307","142306",129
"142307","146501",73
"142308","142306",101
"142308","142509",12
"142308","142512",26
"142308","146301",87
"142308","146501",76
"142401","140204",11
"142401","142404",183
"142401","143404",10
"142401","146501",58
"142402","142404",115
"142402","143503",12
"142402","143505",38
"142402","146501",84
"142402","246101",28
"142403","140801",17
"142403","140803",32
"142403","140804",46
"142403","140805",13
"142403","142404",80
"142403","142406",26
"142403","146501",191
"142404","140801",29
"142404","140803",21
"142404","140804",42
"142404","141401",11
"142404","141404",11
"142404","142401",59
"142404","142402",58
"142404","142403",29
"142404","142404",405
"142404","142406",67
"142404","142407",23
"142404","143505",35
"142404","146501",576
"142404","246101",75
"142404","246901",11
"142405","140801",14
"142405","141401",35
"142405","141404",44
"142405","141804",15
"142405","142401",11
"142405","142404",34
"142405","142406",11
"142405","146501",238
"142406","140801",10
"142406","140804",19
"142406","140805",11
"142406","141404",19
"142406","142401",15
"142406","142404",125
"142406","146501",103
"142407","140801",17
"142407","142402",15
"142407","142404",94
"142407","143503",12
"142407","143504",13
"142407","143505",34
"142407","146501",116
"142407","246101",33
"142501","140701",20
"142501","140705",210
"142501","140706",10
"142501","141804",46
"142501","142505",12
"142501","142506",10
"142501","142508",118
"142501","143605",10
"142501","146301",264
"142501","146501",265
"142501","261001",24
"142502","106101",11
"142502","142505",12
"142502","142506",13
"142502","142510",32
"142502","143605",13
"142502","146301",389
"142502","146501",105
"142503","140903",10
"142503","142503",383
"142503","142510",37
"142503","146301",216
"142503","146501",191
"142503","261101",378
"142503","261102",158
"142504","142505",19
"142504","146301",281
"142504","146501",138
"142505","140101",30
"142505","140102",33
"142505","140104",18
"142505","140605",31
"142505","141802",15
"142505","141804",24
"142505","142513",14
"142505","146301",445
"142505","146501",356
"142505","261001",18
"142506","106101",14
"142506","140705",10
"142506","141804",10
"142506","142501",40
"142506","142502",16
"142506","142504",11
"142506","142505",18
"142506","142508",10
"142506","142510",10
"142506","142513",10
"142506","146301",637
"142506","146501",214
"142506","261001",14
"142507","142505",10
"142507","142510",13
"142507","142511",21
"142507","142512",14
"142507","142513",10
"142507","146301",592
"142507","146501",186
"142507","261001",25
"142508","140705",90
"142508","141804",13
"142508","142501",315
"142508","142506",12
"142508","146301",194
"142508","146501",123
"142508","261001",45
"142509","140101",14
"142509","140104",10
"142509","142505",37
"142509","142513",17
"142509","146301",118
"142509","146501",59
"142510","142503",10
"142510","142507",16
"142510","142510",161
"142510","146301",652
"142510","146501",201
"142511","142507",54
"142511","142510",12
"142511","143005",18
"142511","146301",307
"142511","146501",105
"142511","261001",14
"142511","261101",12
"142512","142505",15
"142512","142507",14
"142512","142513",24
"142512","146301",338
"142512","146501",115
"142512","221106",20
"142512","261001",10
"142513","140605",12
"142513","142505",39
"142513","142507",11
"142513","142509",30
"142513","142512",30
"142513","146301",535
"142513","146501",165
"142601","142608",36
"142601","146401",125
"142601","146501",34
"142602","141002",15
"142602","142606",20
"142602","142608",11
"142602","142906",12
"142602","146401",46
"142602","146501",33
"142603","026401",11
"142603","141201",58
"142603","141204",10
"142603","141209",24
"142603","141211",14
"142603","142608",49
"142603","146401",270
"142603","146501",569
"142604","142608",40
"142604","142610",17
"142604","142901",26
"142604","143301",27
"142604","146401",202
"142604","146501",85
"142605","141002",12
"142605","142605",18
"142605","142606",10
"142605","142608",55
"142605","146401",252
"142605","146501",57
"142606","142608",20
"142606","146401",92
"142606","146501",36
"142607","141002",37
"142607","142605",11
"142607","142606",16
"142607","142608",11
"142607","146401",55
"142607","146501",37
"142608","061101",13
"142608","141201",40
"142608","142603",20
"142608","142604",12
"142608","142605",32
"142608","142606",12
"142608","142609",14
"142608","142610",63
"142608","142612",34
"142608","142613",19
"142608","142901",60
"142608","146401",1255
"142608","146501",475
"142609","142603",27
"142609","142605",17
"142609","142608",134
"142609","142612",15
"142609","142901",15
"142609","146401",462
"142609","146501",161
"142610","142605",10
"142610","142608",28
"142610","142612",10
"142610","142901",18
"142610","142902",11
"142610","146401",229
"142610","146501",54
"142611","061101",12
"142611","061109",10
"142611","141201",14
"142611","142608",55
"142611","142613",17
"142611","146401",379
"142611","146501",135
"142612","141201",19
"142612","141210",16
"142612","142608",30
"142612","142609",13
"142612","146401",169
"142612","146501",113
"142613","061101",15
"142613","061109",68
"142613","142605",20
"142613","142608",62
"142613","142610",15
"142613","142611",17
"142613","142901",13
"142613","146401",436
"142613","146501",168
"142701","141901",13
"142701","141905",13
"142701","141913",11
"142701","142703",26
"142701","142704",19
"142701","142705",108
"142701","142706",41
"142701","142707",38
"142701","146201",191
"142701","146501",190
"142702","040801",11
"142702","140611",11
"142702","141901",85
"142702","141913",20
"142702","142701",61
"142702","146201",242
"142702","146501",79
"142703","040808",13
"142703","141913",20
"142703","142701",97
"142703","142705",13
"142703","146201",204
"142703","146501",58
"142704","142701",114
"142704","146201",13
"142704","146501",36
"142705","046301",11
"142705","141901",11
"142705","142701",361
"142705","146201",64
"142705","146501",116
"142706","041201",11
"142706","041205",11
"142706","142701",109
"142706","146201",15
"142706","146501",57
"142707","141905",26
"142707","142001",23
"142707","142701",82
"142707","142705",10
"142707","146201",65
"142707","146501",82
"142801","026401",12
"142801","100501",32
"142801","106101",19
"142801","121801",14
"142801","140501",10
"142801","140503",40
"142801","140504",26
"142801","141705",14
"142801","142102",18
"142801","142104",10
"142801","142802",40
"142801","142803",44
"142801","142804",47
"142801","142805",80
"142801","142806",54
"142801","142807",572
"142801","142808",266
"142801","143201",360
"142801","143202",10
"142801","143203",72
"142801","143204",26
"142801","143206",98
"142801","143207",13
"142801","143801",32
"142801","143802",30
"142801","146301",17
"142801","146501",1673
"142801","246101",42
"142801","302107",17
"142801","302109",11
